,albumArtistsNames,albumReleaseDate,albumType,albumName,artistGenres,trackName,lyrics
10,Charlotte Lawrence,2021-03-05,album,Charlotte,Alt Z,Slow Motion,"(I wish that I could hate you, my baby)

[Verse 1]
The colors are fading out
Is it quiet where you're sleeping?
Your records, my empty house
I wish I knew what you were feeling

[Pre-Chorus]
Fighting every instinct while you hold your pride
Back to the beginning, it swallows my mind
You're all that I think about
I even see you when I'm dreaming

[Chorus]
I wish that I could hate you, my baby
I wish that when I left, you'd've chased me
I didn't wanna change, but you made me
Now you're telling all your friends that I'm crazy
Hard to believe that you ever really loved me
I made-believe that you cared when you touched me
I know I'll be movin' on in slow motion

[Verse 2]
I've never been good with words
But you didn't try to listen
Could call, but I won't be the first
To remind you what you're missin'
You might also like[Pre-Chorus]
Fighting every instinct while you hold your pride
Back to the beginning, it swallows my mind
You never learned how to hurt
But I didn't try to fix it

[Chorus]
I wish that I could hate you, my baby
I wish that when I left, you'd've chased me
I didn't wanna change, but you made me
Now you're telling all your friends that I'm crazy
Hard to believe that you ever really loved me
I made-believe that you cared when you touched me
I know I'll be movin' on in slow motion

[Bridge]
(I wish that I could hate you, my baby)
I need you more when you are not around, not around
Maybe I crave the way you let me down, let me down
I think I want you more than I need ya
Avoid the places I see ya
Killing me slow, killing me slowly

[Chorus]
I wish that I could hate you, my baby
I wish that when I left, you'd've chased me
I didn't wanna change, but you made me
Now you're telling all your friends that I'm crazy
Hard to believe that you ever really loved me
I made-believe that you cared when you touched me
I know I'll be movin' on in slow motion1Embed"
11,Taylor Swift,2014-01-01,album,1989 (Deluxe),Pop,Style,"Midnight
You come and pick me up, no headlights
A long drive
Could end in burning flames or paradise
Fade into view, oh
It's been a while since I have even heard from you
(Heard from you)

[Pre-Chorus]
And I should just tell you to leave, 'cause I
Know exactly where it leads, but I
Watch us go 'round and 'round each time

[Chorus]
You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white T-shirt
And I got that good girl faith and a tight little skirt
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style

[Verse 2]
So it goes
He can't keep his wild eyes on the road, mmm
Takes me home
The lights are off, he's taking off his coat, mmm, yeah
I say, ""I heard, oh
That you've been out and about with some other girl""
Some other girl
See Taylor Swift LiveGet tickets as low as $225You might also like[Pre-Chorus]
He says, ""What you heard is true, but I
Can't stop thinking 'bout you and I""
I said, ""I've been there too a few times""

[Chorus]
'Cause you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white T-shirt
And I got that good girl faith and a tight little skirt (A tight little skirt)
And when we go crashing down, we come back every time
'Cause we never go out of style (We never go, we never go), we never go out of style

[Bridge]
Take me home (Ah)
Just take me home (Ah)
Yeah, just take me home (Ah)
Oh-oh, woah-oh, oh (Out of style)

[Chorus]
Oh, you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down (And when we go), we come back every time
'Cause we never go out of style, we never go out of style1KEmbed"
12,Lana Del Rey,2019-08-30,album,Norman Fucking Rockwell!,"Art Pop, Pop",Cinnamon Girl,"Cinnamon in my teeth
From your kiss, you're touching me
All the pills that you take
Violet, blue, green, red to keep me at arm's length don't work
You try to push me out, but I just find my way back in
Violet, blue, green, red to keep me out, I win

[Chorus]
There's things I wanna say to you
But I'll just let you live
Like if you hold me without hurting me
You'll be the first who ever did
There's things I wanna talk about
But better not to give
But if you hold me without hurting me
You'll be the first who ever did

[Post-Chorus]
Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did
Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did
See Lana Del Rey LiveGet tickets as low as $201You might also like[Verse 2]
Kerosene in my hands
You make me mad, on fire again
All the pills that you take
Violet, blue, green, red to keep me at arm's length don't work

[Chorus]
There's things I wanna say to you
But I'll just let you live
Like if you hold me without hurting me
You'll be the first who ever did
There's things I wanna talk about
But better not to give
But if you hold me without hurting me
You'll be the first who ever did

[Post-Chorus]
Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did
Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did

[Chorus]
There's things I wanna say to you
But I'll just let you live
Like if you hold me without hurting me
You'll be the first who ever did
There's things I wanna talk about
But better not to give
Like if you hold me without hurting me
You'll be the first who ever did92Embed"
13,ThxSoMch,2022-12-20,single,SPIT IN MY FACE!,Bedroom R&b,SPIT IN MY FACE!,"Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad

[Chorus]
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad

[Verse 1]
This is your fault
And I don't need you anyway
Stumble out the bathroom
Stumble out your arms again
She doing crack in the room with a noose and a Backwood
The bitch still call me crazy, lil' ho, how does that work?
She got the guest house jumpin' up with smoke out the attic
You're right, I know we love to argue, let's get at it
Wasted, sippin' on that liquor, you can taste it
Girl, don't touch that drink, I know you laced it
I don't know what to say except you're
Mine, mine, mine, mine, mine
You might also like[Pre-Chorus]
You crush my heart and say it's nothing
You broke me down, I kept on cutting
I bleed for you and now I'm gushing
I bleed for you, but you never cared

[Chorus]
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad

[Verse 2]
Fo' sho'
Tell me give it up, I'll leave everyone in the cold
All I wanna say, I'll do anything you condone
You show me heroin, I'll shoot it through my motherfuckin' bones
She doing crack in the room with a noose and a Backwood
The bitch still call me crazy, lil' ho, how does that work?
She got the guest house jumpin' up with smoke out the attic
You're right, I know we love to argue, let's get at it
[Pre-Chorus]
You crush my heart and say it's nothing
You broke me down, I kept on cutting
I bleed for you and now I'm gushing
I bleed for you, but you never cared

[Chorus]
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad8Embed"
14,Charlotte Lawrence,2021-04-09,album,Charlotte (Acoustic),Alt Z,Why Do You Love Me - Acoustic,"Hate your friends
I hate your mom and dad
I hope they hate me back
I guess for once, I'm being honest
Gotta be a lot that's wrong with you
To want to be with me
It's kind of sweet when we

[Pre-Chorus]
We fight until someone's calling the cops
But you never blame it on me
You're so annoying
Four in the morning‚ you're changing the locks
How could you do this to me?

[Chorus]
I‚ I‚ I only love, love you when you don't love me
So, why do you‚ why do you, why do you love me?
I, I‚ I only need, need you when you don't need me
So, why do you, why do you, why do you love me?

[Verse 2]
Apologize, never apologize
You hate the way I lie
So here you go, I'm being honest
Narcissist, come on, give us a kiss
Let's have some fun with it
It's kinda sweet
You might also like[Pre-Chorus]
Four in the morning, you're changing the locks
How could you do this to me?

[Chorus]
I, I, I only love, love you when you don't love me
Oh, baby, so, why do you, why do you, why do you love me?
I, I, I only need, need you when you don't need me
So, why do you, why do you, why do you love me?

[Post-Chorus]
If I'm fucking crazy, you're fucking crazy, we're all fucking crazy
Why do you, why do you, why do you love me?
I, I, I only need you when you don't need me
So, why do you, why do you, why do you love me?

[Bridge]
I told you, I told you, I told you
We fight until someone's callin' the cops
But you never blame it on me

[Chorus]
I, I, I only love, love you when you don't love me
So, why do you, why do you, why do you love me?
I, I, I only need, need you when you don't need me
So, why do you, why do you, why do you love me?
[Post-Chorus]
If I'm fucking crazy
You're fucking crazy
We're all fucking crazy
Why do you, why do you, why do you love me?
I, I, I only need, need you when you don't need me
So, why do you, why do you, why do you love me?1Embed"
15,Taylor Swift,2020-08-17,album,folklore (deluxe version),Pop,the lakes - bonus track,"2. Taylor Swift- Run (Taylor's Version) (From The Vault) [feat. Ed Sheeran]
3. Taylor Swift- The Very First Night (Taylor's Version)
4. Taylor Swift- Message In A Bottle (Taylor's Version)
5. Taylor Swift- Enchanted
6. Taylor Swift- Wildest Dreams (Taylor's Version)
7. Taylor Swift- Style
8. Taylor Swift- You Belong With Me (Taylor's Version)
9. Taylor Swift- Lover
10. Taylor Swift- Love Story (Taylor's Version)
11. Taylor Swift- willow
12. Taylor Swift- the 1
13. Taylor Swift- You Need To Calm Down
14. Taylor Swift- cardigan
15. Taylor Swift- Red
16. Taylor Swift- Fifteen (Taylor's Version)
17. Taylor Swift- ME! (feat. Brendon Urie of Panic! At the Disco)
18. Taylor Swift- invisible string
19. Taylor Swift- Delicate
20. Taylor Swift- Cruel Summer
21. Taylor Swift- Mine (US Version)
22. Taylor Swift- You All Over Me (Taylor's Version) [From The Vault] [feat. Marеn Morris]
23. Taylor Swift- 22
24. Taylor Swift- exile (feat. Bon Ivеr)
25. Taylor Swift- no body, no crime (feat. HAIM)
26. Taylor Swift- We Are Never Ever Getting Back Together
27. Taylor Swift- betty
28. Taylor Swift- The Man
29. Taylor Swift- marjorie
30. Taylor Swift- I Knew You Were Trouble
31. Taylor Swift- the lakes (bonus track)
32. Taylor Swift & ZAYN- I Don't Wanna Live Forever (Fifty Shades Darker)
33. Big Red Machine- Renegade (feat. Taylor Swift)
34. Taylor Swift- Bad Blood
35. Taylor Swift- Look What You Made Me Do
36. Taylor Swift- Welcome To New York
37. Taylor Swift- End Game (feat. Ed Sheeran & Future)
38. Taylor Swift- Mean
39. Taylor Swift- Blank Space
40. Taylor Swift- Teardrops On My Guitar (Pop Version)
41. Taylor Swift- Shake It Off
42. Taylor Swift- tolerate it
43. Taylor Swift- Getaway Car
44. Taylor Swift- Our Song
45. Taylor Swift- Out Of The Woods
46. Taylor Swift- closure
47. Taylor Swift- Look What You Made Me Do
48. Taylor Swift- Back to December
49. Taylor Swift- Everything Has Changed (feat. Ed Sheeran)
50. Taylor Swift- …Ready For It?You might also like1Embed"
16,Billie Eilish,2021-07-28,single,Happier Than Ever (Edit),"Art Pop, Pop",Happier Than Ever - Edit,"You call me again, drunk in your Benz
Drivin' home under the influence
You scared me to death, but I’m wastin' my breath
'Cause you only listen to your fuckin’ friends
I don't relate to you
I don't relate to you, no
'Cause I'd never treat me this shitty
You made me hate this city

[Verse 2]
And I don't talk shit about you on the internet
Never told anyone anything bad
'Cause that shit's embarrassing, you were my everything
And all that you did was make me fuckin’ sad
So don’t waste the time I don't have
And don’t try to make me feel bad
I could talk about every time that you showed up on time
But I'd have an empty line 'cause you never did
Never paid any mind to my mother or friends, so I
Shut 'em all out for you ’cause I was a kid

[Outro]
You ruined everything good
Always said you were misunderstood
Made all my moments your own
Just fuckin' leave me alone, yeah (Fuck you)
(Ah)
(Goddamn)
(Ah)
(Fuck you)
(Fuck you)See Billie Eilish LiveGet tickets as low as $86You might also like19Embed"
17,INJI,2023-07-21,single,LFG,,DROP TOP (feat. Eddie Zuko),"NewJeans - Cool With You
Diplo, Jessie Murph & Polo G - Heartbroken
A$AP Rocky - RIOT (Rowdy Pipe'n)
Ice Spice - Deli
Chris Stapleton - White Horse
Sam Smith - Man I Am
ZAYN - Love Like This
beabadoobee - the way things go
Noah Kahan & Post Malone - Dial Drunk
Stormzy & RAYE - The Weekend
ODESZA & Yellow House. - Waiting Forever (feat. Preston)
Big Thief - Vampire Empire
Snoh Aalegra - Be My Summer
Nas - Office Hours (feat. 50 Cent)
Sech, Mora & Saiko - Cafe Malibú
Jay Rock & Anderson .Paak - Too Fast (Pull Over) (feat. Latto)
Dimitri Vegas & Like Mike, David Guetta & Afro Bros - She Knows (feat. Akon)
will.i.am & Britney Spears - MIND YOUR BUSINESS
Ava Max - Choose Your Fighter
Hozier - De Selby (Part 2)
Gucci Mane - Married with Millions
charlieonnafriday - I'm Not Crazy
Oliver Tree - One & Only
Greta Van Fleet - The Indigo Streak
Ashley Cooke - see you around (feat. Nate Smith)
Cigarettes After Sex - Bubblegum
Kaliii - K Toven
Lil Tecca - 500lbs
Tinashe - Talk To Me Nice
Mau y Ricky & La Joaqui - EX
Blur - Barbaric
spill tab - fetišh
SleazyWorld Go - Don't Get Ya Feelings In It (feat. Luh Tyler)
Bas & J. Cole - Passport Bros
Mario & Lil Wayne - Main One (feat. Tyga)
Young Miko - wiggy
Alesso & John Newman - Call Your Name
Rochelle Jordan & Keys N Krates - What You Done
Jeremih - Room (feat. Adekunle Gold & 2 Chainz)
Paris Texas - Sean-Jared
Bombay Bicycle Club - Diving (feat. Holly Humberstone)
Molly Tuttle & Golden Highway - Yosemite (feat. Dave Matthews)
Grupo Frontera & Ke Personajes - Ojitos Rojos
Bruno Major - The Show Must Go On
1017 ALYX 9SM & Ethel Cain - Famous Last Words (An Ode to Eaters)
Tanner Adell - Buckle Bunny
The Gaslight Anthem - History Books (feat. Bruce Springsteen)
Vagabon - Do Your Worst
Slayyyter - Miss Belladonna
NCT DREAM - ISTJ
Gorgon City & NEZ - Pose
Babyface Ray & Veeze - Bosses Linking With Bosses
That Mexican OT & Lefty Sm - Barrio
Chino Pacas - Gorra L.A.
Chris Young - Young Love & Saturday Nights
Fridayy - When It Comes To You
Limoblaze & Wande - Mowanbe (Mo wa’nbe)
Qing Madi - Ole (feat. BNXN) 🐚
Bryce Vine - Margot Robbie
Rezz, Tim Henson & Silverstein - Dreamstate
Code Orange - Take Shape (feat. Billy Corgan)
Kito - Sticky (feat. Lolo Zouaï)
Oscar Lang - Leave Me Alone
Aidan Bissett - Sick
Shakey Graves - Evergreen
Tiera Kennedy - Jesus, My Mama, My Therapist
SkyeChristy - Prime Years
Lupe Fiasco - Roc-A-Fella Y'all
Big Boss Vette - Get It
aldn - buffalo '66
The Beaches - Me & Me
Slowdive - skin in the game
Paco Versailles - Young In California
Ama Lou - Silence
Casper Sage - Flow State
Brent de la Cruz - Soft Words
落日飛車 Sunset Rollercoaster - Candlelight - Spotify Singles 🐚
John Vincent III - Highway Woman
Briston Maroney - Detonator
Goth Babe - Bioluminescence
Michaël Brun, SAINt JHN, Charly Black & J Perry - Jessica
Valee & Harry Fraud - About That (feat. 03 Greedo)
Jazzy - Feel It - Club Edit
Steve Angello, Wh0 - What You Need 🐚
Hulvey - Love Like That (feat. Torey D'Shaun & Alex Jean)
Kizz Daniel & Becky G - Cough
MJ Lenderman - Rudolph
Sam Barber - All That I Have
Mitch Rowland - Come June
kenzie - anatomy
Tones And I, BIA & Diarra Sylla - BRING IT ON
Matilda Lyn - Wait for Me
Debbii Dawson - Terrified
Becca Means - My Darling
Baby Queen - We Can Be Anything
INJI - DROP TOP (feat. Eddie Zuko)
DUCKWRTH - Big Bewts
RMR - FEVER
Poppy - KnockoffEmbed"
18,Kwabs,2015-09-04,album,Love + War,Gauze Pop,Walk,"
[Intro]
Gotta slow up, gotta shake this high (High)
Gotta take a minute just to ease my mind (Mind)
'Cause if I don't walk, then I get caught out
And I'll be fallin' all the way down

[Verse 1]
(Hundred-hundred-hundred-hundred–)
Hundred headlights makin' me blind
All of your pleasures catchin' my eye
If I jump once, then I never think twice
But your temptation's makin' me stay another night
And my senses only lie to me, lie to me
I don't know how I feel so raw to me, raw to me
I gotta check myself before I get what I want
Find out it's not what I thought it was
And you know I

[Chorus]
Gotta slow up, gotta shake this high (High)
Gotta take a minute just to ease my mind (Mind)
'Cause if I don't walk, then I get caught out
And I'll be fallin' all the way down
Turn my head and shut my eyes (Eyes)
Doesn't even matter if I'm wrong or right (Right)
'Cause if I don't walk, I keep messin' around
And I'll be fallin' all the way down
You might also like[Post-Chorus]
Woah-woah, woah
Woah-woah

[Verse 2]
Tell myself ""Leave"", while I'm still strong
""Don't look back"", 'til I'm ten miles gone
And when the road stops, I'm gonna keep on
Until I end up in the place that I belong
But the pressure's pushin' me back again, tellin' me not to pretend
There isn't any use even tryin' to get you out my head
So I lift my feet off the ground, and I'm gonna walk right up

[Chorus]
Gotta slow up, gotta shake this high (High)
Gotta take a minute just to ease my mind (Mind)
'Cause if I don't walk, then I get caught out
And I'll be fallin' all the way down
Turn my head and shut my eyes (Eyes)
Doesn't even matter if I'm wrong or right (Right)
'Cause if I don't walk, I keep messin' around
And I'll be fallin' all the way down

[Bridge]
Won't get caught in the old fly trap
Run away, run away, never come back
No way I'm goin' down like that
No, no, run away, run away
Won't— (Won't get caught in the old fly trap)
I can't get caught up again (Run away, run away, never come back)
(No way I'm goin' down like that) No way
No, no (No, no, run away, run away)
[Chorus]
Gotta slow up, gotta shake this high (High)
Gotta take a minute just to ease my mind, yeah
'Cause if I don't walk, then I get caught out (Hey)
And I'll be fallin' all the way down (I'll be fallin' all the way down, yeah)
Turn my head and shut my eyes (Shut my eyes)
Doesn't even matter if I'm wrong or right (Doesn't even matter)
'Cause if I don't walk, I keep messin' around
And I'll be fallin' all the way down, yeah

[Outro]
(Walk)
I'm gonna walk now
(Walk)
I'm gonna walk now
(Walk)
Yeah, no, (Walk) no, no
(Walk)
Better walk
(Walk)
Yeah-yeah, no, no, no (Walk), no, no, no
Oh (Walk)59Embed"
19,Taylor Swift,2019-08-23,album,Lover,Pop,Cornelia Street,"We were in the backseat
Drunk on something stronger than the drinks in the bar
""I rent a place on Cornelia Street""
I say casually in the car
We were a fresh page on the desk
Filling in the blanks as we go
As if the street lights pointed in an arrow head
Leading us home

[Chorus]
And I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again

[Verse 2]
Windows flung right open, autumn air
Jacket 'round my shoulders is yours
We bless the rains on Cornelia Street
Memorize the creaks in the floor
Back when we were card sharks, playing games
I thought you were leading me on
I packed my bags, left Cornelia Street
Before you even knew I was gone
See Taylor Swift LiveGet tickets as low as $225You might also like[Pre-Chorus]
But then you called, showed your hand
I turned around before I hit the tunnel
Sat on the roof, you and I

[Chorus]
I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name (City screams your name)
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
[Bridge]
You hold my hand on the street
Walk me back to that apartment
Years ago, we were just inside
Barefoot in the kitchen
Sacred new beginnings
That became my religion, listen

[Chorus]
I hope I never lose you
I'd never walk Cornelia Street again
Oh, never again
And baby, I get mystified by how this city screams your name (City screams your name)
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
[Post-Chorus]
I don't wanna lose you (Hope it never ends)
I'd never walk Cornelia Street again
I don't wanna lose you (Yeah)

[Outro]
""I rent a place on Cornelia Street""
I say casually in the car59Embed"
